3.981590270996094e-05	0.21
3.981590270996094e-05	0.05
0.0800178050994873	0.01
0.0800178050994873	0.07
0.15801215171813965	0.24
0.15801215171813965	0.51
0.22100567817687988	0.86
0.22100567817687988	1.29
0.28301548957824707	1.77
0.28301548957824707	2.27
0.3580200672149658	2.81
0.3580200672149658	3.3
0.42201733589172363	3.78
0.42201733589172363	4.2
0.48601770401000977	4.54
0.48601770401000977	4.8
0.5640194416046143	4.95
0.5640194416046143	4.99
0.6270272731781006	4.93
0.6270272731781006	4.76
0.691023588180542	4.49
0.691023588180542	4.14
0.7560245990753174	3.71
0.7560245990753174	3.23
0.8200047016143799	2.72
0.8200047016143799	2.2
0.883028507232666	1.7
0.883028507232666	1.22
0.9580273628234863	0.8
0.9580273628234863	0.46
1.021012306213379	0.21
1.021012306213379	0.05
1.0850341320037842	0.01
1.0850341320037842	0.07
1.1580357551574707	0.24
1.1580357551574707	0.51
1.222017765045166	0.85
1.222017765045166	1.29
1.2850334644317627	1.77
1.2850334644317627	2.28
1.358031988143921	2.8
1.358031988143921	3.31
1.4220316410064697	3.78
1.4220316410064697	4.2
1.4850397109985352	4.54
1.4850397109985352	4.79
1.5580370426177979	4.95
1.5580370426177979	4.99
1.6220347881317139	4.93
1.6220347881317139	4.76
1.6860358715057373	4.49
1.6860358715057373	4.14
1.7560393810272217	3.71
1.7560393810272217	3.23
1.820028305053711	2.73
1.820028305053711	2.2
1.8830385208129883	1.69
1.8830385208129883	1.22
1.9580512046813965	0.8
1.9580512046813965	0.47
2.021047353744507	0.21
2.021047353744507	0.05
2.08504056930542	0.01
2.08504056930542	0.07
2.1580381393432617	0.24
2.1580381393432617	0.51
2.222028970718384	0.86
2.222028970718384	1.29
2.285043954849243	1.87
2.285043954849243	2.29
2.358050584793091	2.79
2.358050584793091	3.31
2.422044515609741	3.78
2.422044515609741	4.2
2.4850552082061768	4.54
2.4850552082061768	4.79
2.558049201965332	4.95
2.558049201965332	4.99
2.6220452785491943	4.93
2.6220452785491943	4.76
2.686044931411743	4.49
2.686044931411743	4.14
2.7560553550720215	3.71
2.7560553550720215	3.24
2.820040464401245	2.73
2.820040464401245	2.2
2.8840529918670654	1.7
2.8840529918670654	1.22
2.9570562839508057	0.8
2.9570562839508057	0.46
3.02003812789917	0.21
3.02003812789917	0.06
3.0830488204956055	0.01
3.0830488204956055	0.07
3.1580564975738525	0.24
3.1580564975738525	0.5
3.221043586730957	0.86
3.221043586730957	1.29
3.2850565910339355	1.77
3.2850565910339355	2.28
